user_id;beta0;beta1;beta2;n;beta_list
u:Jij;-3.5608700698282814;0.08724196806036766;0.3102756123846285;264;[-3.5608700698282814, 0.08724196806036766, 0.3102756123846285]
u:KH5;-1.8158925624915805;0.06368080604139548;0.35701628980194877;272;[-1.8158925624915805, 0.06368080604139548, 0.35701628980194877]
u:KJi;-0.2496411031296932;-0.12289145779451632;0.2448084659914566;783;[-0.2496411031296932, -0.12289145779451632, 0.2448084659914566]
u:KXr;-1.0461486661067152;-0.06348347731540024;0.20690601018757268;286;[-1.0461486661067152, -0.06348347731540024, 0.20690601018757268]
u:KY_;-1.6489568583652143;-0.006922348362974097;0.3687478716785073;284;[-1.6489568583652143, -0.006922348362974097, 0.3687478716785073]
u:KaR;-2.161658163010604;0.01942946697987931;-0.29576504890279853;268;[-2.161658163010604, 0.01942946697987931, -0.29576504890279853]
u:KdA;0.9336213480332747;-0.28791664679366186;-0.023631970582007236;211;[0.9336213480332747, -0.28791664679366186, -0.023631970582007236]
u:Kj0;-0.3625375432099764;0.020254163422610348;-0.06302961013640795;272;[-0.3625375432099764, 0.020254163422610348, -0.06302961013640795]
u:KuP;0.287880697630959;-0.09114746552236924;-0.0645265030873083;322;[0.287880697630959, -0.09114746552236924, -0.0645265030873083]
u:Kv;-0.2720385672496759;-0.12658648296717512;0.09343375643779697;984;[-0.2720385672496759, -0.12658648296717512, 0.09343375643779697]
u:Kz_;-2.8981922926771655;0.002410132044770809;1.04000515368159;257;[-2.8981922926771655, 0.002410132044770809, 1.04000515368159]
u:L6X;-1.7061928589453823;0.028247901827801736;0.04355855664654218;376;[-1.7061928589453823, 0.028247901827801736, 0.04355855664654218]
u:L6j;-0.08233871606628071;-0.004434360643903335;0.004861586392206664;373;[-0.08233871606628071, -0.004434360643903335, 0.004861586392206664]
u:LA0;-3.7900701291218875;0.17540665874483732;-0.010921875566257816;620;[-3.7900701291218875, 0.17540665874483732, -0.010921875566257816]
u:LJM;-0.9357082816739517;-0.004386291043054168;0.2082987372860042;276;[-0.9357082816739517, -0.004386291043054168, 0.2082987372860042]
u:LKZ;-0.72815398658243;-0.032987394237846426;0.04320684612683931;209;[-0.72815398658243, -0.032987394237846426, 0.04320684612683931]
u:Ljt;-1.018905098405186;-0.007892594065027264;0.25618901772480274;244;[-1.018905098405186, -0.007892594065027264, 0.25618901772480274]
u:M0Z;-1.2621363500765048;-0.01568632033759084;0.16255191111781433;235;[-1.2621363500765048, -0.01568632033759084, 0.16255191111781433]
u:M3n;-0.20734136194078345;-0.09427128085200126;-0.3866334931290502;302;[-0.20734136194078345, -0.09427128085200126, -0.3866334931290502]
u:M5X;-0.6164896126888413;0.02124674527526761;0.007749427030243242;309;[-0.6164896126888413, 0.02124674527526761, 0.007749427030243242]
u:MCs;-0.41184965884263447;-0.14221859300537282;-0.07449798357782626;396;[-0.41184965884263447, -0.14221859300537282, -0.07449798357782626]
u:MM7;-2.9710224499957834;0.05885791642067218;0.7153792381181744;341;[-2.9710224499957834, 0.05885791642067218, 0.7153792381181744]
u:MNy;0.12499418492219928;-0.003021421332873288;-0.15387714474443476;393;[0.12499418492219928, -0.003021421332873288, -0.15387714474443476]
u:MZg;-0.7761783126505526;-0.014144214074699374;-0.21668598094376074;253;[-0.7761783126505526, -0.014144214074699374, -0.21668598094376074]
u:Mh8;0.661614937178354;-0.2005345020801622;-0.1252531075180524;1768;[0.661614937178354, -0.2005345020801622, -0.1252531075180524]
u:Mxn;0.12932271273802035;-0.02411516883056425;-0.2131481925247682;253;[0.12932271273802035, -0.02411516883056425, -0.2131481925247682]
u:Mxz;-10.766297169673457;0.33729145477892886;0.39591962842269685;214;[-10.766297169673457, 0.33729145477892886, 0.39591962842269685]
u:N1R;-0.2108582534254505;-0.06415777178161372;0.15586951242772734;485;[-0.2108582534254505, -0.06415777178161372, 0.15586951242772734]
u:N2R;-0.14324193598120336;-0.022911547059114974;-0.017099327143707183;411;[-0.14324193598120336, -0.022911547059114974, -0.017099327143707183]
u:N2a;0.15764093007923877;-0.042294592443307376;-0.036734021564867915;1498;[0.15764093007923877, -0.042294592443307376, -0.036734021564867915]
u:N7i;-1.1249015144769066;-0.017565959858771747;0.1436915651724481;357;[-1.1249015144769066, -0.017565959858771747, 0.1436915651724481]
u:NNH;-2.916804042636803;0.07267025216089909;0.08004454502945693;379;[-2.916804042636803, 0.07267025216089909, 0.08004454502945693]
u:NO9;-0.504630902144732;-0.0837263938831163;0.23005379649863075;347;[-0.504630902144732, -0.0837263938831163, 0.23005379649863075]
u:NPs;-4.8412846415371416;-0.05981511217129003;0.10287536883640888;6680;[-4.8412846415371416, -0.05981511217129003, 0.10287536883640888]
u:NQZ;-2.8867658121831425;-0.02729287482650502;0.20063693559944917;551;[-2.8867658121831425, -0.02729287482650502, 0.20063693559944917]
u:NU4;-4.119314650217009;0.06852347805826053;0.330122567666177;431;[-4.119314650217009, 0.06852347805826053, 0.330122567666177]
u:NaA;-0.29193377066679876;0.027737683811802867;-0.02968236393161744;231;[-0.29193377066679876, 0.027737683811802867, -0.02968236393161744]
u:Niz;-3.1670009736884235;0.16087389165663307;0.39170179889201867;248;[-3.1670009736884235, 0.16087389165663307, 0.39170179889201867]
u:NjX;-0.17568415684543492;-0.0014953059814013688;-0.04842567754234334;437;[-0.17568415684543492, -0.0014953059814013688, -0.04842567754234334]
u:Nr2;0.44548258744889463;-0.057695931692172145;-0.0869744390383225;227;[0.44548258744889463, -0.057695931692172145, -0.0869744390383225]
u:NuB;-0.885441487286585;-0.031622792577695125;-0.28616860104802877;264;[-0.885441487286585, -0.031622792577695125, -0.28616860104802877]
u:O4e;0.27424457305596767;-0.05041661761421461;-0.0607288579568372;233;[0.27424457305596767, -0.05041661761421461, -0.0607288579568372]
u:O7S;-0.49373752900597084;0.02394402779452197;-0.2778223936138677;259;[-0.49373752900597084, 0.02394402779452197, -0.2778223936138677]
u:O7p;-0.8831732129549446;0.007743179572925925;0.0625100097482661;368;[-0.8831732129549446, 0.007743179572925925, 0.0625100097482661]
u:OGW;-1.0022598887235779;-0.15566843692747248;0.20891857654094276;572;[-1.0022598887235779, -0.15566843692747248, 0.20891857654094276]
u:OLB;-1.9335558613132846;0.047742355608523655;0.3272329690364331;330;[-1.9335558613132846, 0.047742355608523655, 0.3272329690364331]
u:ORo;0.6205799434298636;-0.0508521927441099;-0.3884773154067293;235;[0.6205799434298636, -0.0508521927441099, -0.3884773154067293]
u:OWO;-4.545159396510069;0.18398369912053242;0.40344869048026843;333;[-4.545159396510069, 0.18398369912053242, 0.40344869048026843]
u:OXu;-0.94001176917761;-0.031476038104235854;0.3734191266766158;233;[-0.94001176917761, -0.031476038104235854, 0.3734191266766158]
u:OZK;0.1421571211565596;-0.02170788661773767;-0.5606168564979227;315;[0.1421571211565596, -0.02170788661773767, -0.5606168564979227]
u:OmY;-0.13666929904880853;-0.026932648901343018;0.11500793303788276;479;[-0.13666929904880853, -0.026932648901343018, 0.11500793303788276]
u:OnX;-0.12807354793989847;-0.017372482807040998;0.07511997962712871;550;[-0.12807354793989847, -0.017372482807040998, 0.07511997962712871]
u:OvI;-0.5203697491994681;-0.01021887191516432;-0.04590340297676415;412;[-0.5203697491994681, -0.01021887191516432, -0.04590340297676415]
u:P8P;-0.6261804739199592;-0.06466644202823878;0.15385802942616442;309;[-0.6261804739199592, -0.06466644202823878, 0.15385802942616442]
u:PN0;-1.065378178346847;-0.0016359835938938513;0.08409696027404237;270;[-1.065378178346847, -0.0016359835938938513, 0.08409696027404237]
u:PU3;0.08761579226885347;-0.07166845874362279;-0.009147204720692921;328;[0.08761579226885347, -0.07166845874362279, -0.009147204720692921]
u:PaW;-0.5416361103880982;-0.07540977127341396;0.3080141121698562;314;[-0.5416361103880982, -0.07540977127341396, 0.3080141121698562]
u:Pd;-0.29619214712995756;0.015697265708660774;-0.1530674970097414;222;[-0.29619214712995756, 0.015697265708660774, -0.1530674970097414]
u:Pfd;1.65274736038686;-0.25171146160026786;-0.12041611856782544;561;[1.65274736038686, -0.25171146160026786, -0.12041611856782544]
u:Ph-;-0.8418708829061905;-0.02937255842383951;0.28515294035240135;578;[-0.8418708829061905, -0.02937255842383951, 0.28515294035240135]
u:Pn-;-1.3787007523553976;-0.09013959200128388;0.2668360883593889;565;[-1.3787007523553976, -0.09013959200128388, 0.2668360883593889]
u:Poi;-0.13143897376977653;-0.10318895475793793;0.10688972992758332;363;[-0.13143897376977653, -0.10318895475793793, 0.10688972992758332]
u:Pqz;-1.4619514107639002;0.029870344408438658;0.5465617737264724;290;[-1.4619514107639002, 0.029870344408438658, 0.5465617737264724]
u:PsW;-1.3854129647363846;0.06458167109441743;-0.4515997311430905;276;[-1.3854129647363846, 0.06458167109441743, -0.4515997311430905]
u:Pzy;-0.01170986549080169;-0.12190237610134551;0.09818520585735797;318;[-0.01170986549080169, -0.12190237610134551, 0.09818520585735797]
u:Q-F;-2.529718517671294;0.031336532217195;-0.08747549196471989;601;[-2.529718517671294, 0.031336532217195, -0.08747549196471989]
u:Q5k;1.0133890733665913;-0.16550297829550695;-0.08487956355268333;217;[1.0133890733665913, -0.16550297829550695, -0.08487956355268333]
u:Q9S;-2.1079071965609124;0.03364321102742871;0.16614379282109132;255;[-2.1079071965609124, 0.03364321102742871, 0.16614379282109132]
u:QJB;-1.3952596050634567;0.005679424230088456;0.41513603872765736;216;[-1.3952596050634567, 0.005679424230088456, 0.41513603872765736]
u:QLf;-2.466405762119405;-0.12240433438136505;-0.12437909039292361;3374;[-2.466405762119405, -0.12240433438136505, -0.12437909039292361]
u:QS9;-1.2578971035770885;0.0932380209719269;-0.14870045605255028;396;[-1.2578971035770885, 0.0932380209719269, -0.14870045605255028]
u:QVC;-2.902423972460336;0.11162330245544676;0.08296947736176692;714;[-2.902423972460336, 0.11162330245544676, 0.08296947736176692]
u:QbV;0.09062760983582245;-0.024644411780117066;-0.10375479559201667;296;[0.09062760983582245, -0.024644411780117066, -0.10375479559201667]
u:Qbq;-0.011873028405838652;0.00131126111858835;-0.0016939245230871232;515;[-0.011873028405838652, 0.00131126111858835, -0.0016939245230871232]
u:Qgj;-3.5832940730242937;-0.023798345401484504;0.29009266088006613;253;[-3.5832940730242937, -0.023798345401484504, 0.29009266088006613]
u:QkD;-0.36535462412033004;-0.05832825326646982;0.18136827502114322;440;[-0.36535462412033004, -0.05832825326646982, 0.18136827502114322]
u:R-a;-1.000000500029089e-06;7.858215819253763e-24;-4.963083675318166e-22;428;[-1.000000500029089e-06, 7.858215819253763e-24, -4.963083675318166e-22]
u:R2z;-1.3400674916472322;-0.053281759806724074;0.06134883952271864;275;[-1.3400674916472322, -0.053281759806724074, 0.06134883952271864]
u:RAt;-4.011476643486574;-0.054106799522575494;0.5376716180782377;257;[-4.011476643486574, -0.054106799522575494, 0.5376716180782377]
u:RLH;0.3462838283560399;-0.053210506391219194;-0.19385460652911987;765;[0.3462838283560399, -0.053210506391219194, -0.19385460652911987]
u:RLS;-1.2319712346233773;0.011154541079335969;0.3319240579403402;614;[-1.2319712346233773, 0.011154541079335969, 0.3319240579403402]
u:ROd;-1.385220920734417;0.03033208827577053;0.1757965456903805;504;[-1.385220920734417, 0.03033208827577053, 0.1757965456903805]
u:RQ5;-1.043898569702104;-0.173108620390788;0.2692587116729903;534;[-1.043898569702104, -0.173108620390788, 0.2692587116729903]
u:RRT;0.08432676056412242;-0.058559663240383114;0.08473795681719762;347;[0.08432676056412242, -0.058559663240383114, 0.08473795681719762]
u:Rdn;-2.084170161816517;0.0315310237314406;0.06612585734787674;224;[-2.084170161816517, 0.0315310237314406, 0.06612585734787674]
u:Rdt;-0.7387071777511232;-0.01588979878044698;0.07534940779206464;535;[-0.7387071777511232, -0.01588979878044698, 0.07534940779206464]
u:RhQ;0.02474540218257587;-0.10990873663316153;-0.21820880652548952;268;[0.02474540218257587, -0.10990873663316153, -0.21820880652548952]
u:RqF;-0.8030703237138535;0.049980521376697104;-0.20440461874451737;666;[-0.8030703237138535, 0.049980521376697104, -0.20440461874451737]
u:Rqa;2.197775224723675;-0.320746681506588;-0.5373111088076858;487;[2.197775224723675, -0.320746681506588, -0.5373111088076858]
u:Rrj;-0.22599562032963103;-0.04363109314382281;-0.20002871391265817;602;[-0.22599562032963103, -0.04363109314382281, -0.20002871391265817]
u:RwK;-10.915693970572217;0.3897403962418058;0.05531251443954578;1397;[-10.915693970572217, 0.3897403962418058, 0.05531251443954578]
u:S6V;-0.5565433443537926;-0.0672973669155696;-0.030561678901545708;584;[-0.5565433443537926, -0.0672973669155696, -0.030561678901545708]
u:SGD;-0.5820879922198825;-0.07584287728872358;-0.06183929832543586;427;[-0.5820879922198825, -0.07584287728872358, -0.06183929832543586]
u:SOH;0.9760789332444324;-0.15644647418124935;0.06119252436913705;241;[0.9760789332444324, -0.15644647418124935, 0.06119252436913705]
u:SPJ;-1.5615764454260825;0.0762722426631407;0.0012604604156054716;396;[-1.5615764454260825, 0.0762722426631407, 0.0012604604156054716]
u:SRS;-3.0382973560992026;0.04408773259645786;1.3375942613426277;222;[-3.0382973560992026, 0.04408773259645786, 1.3375942613426277]
u:SaT;-1.2365664901966198;-0.04737129050926999;0.18201366978958844;543;[-1.2365664901966198, -0.04737129050926999, 0.18201366978958844]
u:SlA;-0.923779833004701;0.008624828531930246;0.13061950118293483;370;[-0.923779833004701, 0.008624828531930246, 0.13061950118293483]
u:Soi;-1.2477961265196411;-0.035991123263957245;0.44913232302660216;260;[-1.2477961265196411, -0.035991123263957245, 0.44913232302660216]
u:Stc;-1.000000500029089e-06;-2.6469779601696886e-23;-1.2904017555827232e-22;286;[-1.000000500029089e-06, -2.6469779601696886e-23, -1.2904017555827232e-22]
u:Suz;0.15560572909351283;-0.03929847525981818;-0.12342223307363599;480;[0.15560572909351283, -0.03929847525981818, -0.12342223307363599]
u:Sxp;-6.120121184536215;0.059081559900620466;0.7033602321271868;420;[-6.120121184536215, 0.059081559900620466, 0.7033602321271868]
u:Sz-;-0.9025927740242148;-0.13250774031231605;0.5461797972909608;277;[-0.9025927740242148, -0.13250774031231605, 0.5461797972909608]
u:Sza;-0.2067900191206462;0.0018213485178625243;-0.0506561529421095;206;[-0.2067900191206462, 0.0018213485178625243, -0.0506561529421095]
u:T5Z;-1.4527565119701862;0.02357970557445868;-0.09394251167355394;254;[-1.4527565119701862, 0.02357970557445868, -0.09394251167355394]
u:T69;-0.6546447352483155;-0.12900406843572196;0.352007716307024;431;[-0.6546447352483155, -0.12900406843572196, 0.352007716307024]
u:TLP;-1.7758568247441757;0.048232678472889;0.0888549092025025;441;[-1.7758568247441757, 0.048232678472889, 0.0888549092025025]
u:TN3;-0.578917737986509;-0.07787755369111546;0.08362632545818374;440;[-0.578917737986509, -0.07787755369111546, 0.08362632545818374]
u:Tb8;0.02945315096664647;-0.16261299058230955;0.3211448604822426;527;[0.02945315096664647, -0.16261299058230955, 0.3211448604822426]
u:Tbo;-3.2438825064994674;-0.01586023213569625;0.12499360018610087;1077;[-3.2438825064994674, -0.01586023213569625, 0.12499360018610087]
u:Tfm;-0.4608824364091521;-0.0315305414418762;-0.17109522527109072;350;[-0.4608824364091521, -0.0315305414418762, -0.17109522527109072]
u:Th1;-0.4761279682496845;-0.01803420143222487;0.08002995609706501;585;[-0.4761279682496845, -0.01803420143222487, 0.08002995609706501]
u:TpO;0.3153101346736517;-0.09419294308737118;0.051418631541077855;284;[0.3153101346736517, -0.09419294308737118, 0.051418631541077855]
u:UBO;-0.32817983762009373;-0.007996198249990368;0.05968802252735433;639;[-0.32817983762009373, -0.007996198249990368, 0.05968802252735433]
u:UTj;0.8058978787986059;-0.18393978287939972;-0.07994194306398693;257;[0.8058978787986059, -0.18393978287939972, -0.07994194306398693]
u:Uh;-0.8741527166241589;-0.02280700004319691;0.06888182147001415;382;[-0.8741527166241589, -0.02280700004319691, 0.06888182147001415]
u:V0H;-0.14354960210973855;-0.05852876736995513;0.21099166197658256;214;[-0.14354960210973855, -0.05852876736995513, 0.21099166197658256]
u:V73;-0.25094329444092517;0.011333473574052354;-0.08475109141018344;590;[-0.25094329444092517, 0.011333473574052354, -0.08475109141018344]
u:VEE;-1.1243687504268198;-0.06993544199733087;0.38137107886060095;269;[-1.1243687504268198, -0.06993544199733087, 0.38137107886060095]
u:VPz;-1.6938595217866192;0.11968015631218026;-0.4042380437709178;219;[-1.6938595217866192, 0.11968015631218026, -0.4042380437709178]
u:VT8;-0.2699219144355057;-0.006423358496965403;-0.06654405326508925;422;[-0.2699219144355057, -0.006423358496965403, -0.06654405326508925]
u:VTZ;-0.01804210598160616;-0.05618078506473456;0.08827644073761193;206;[-0.01804210598160616, -0.05618078506473456, 0.08827644073761193]
u:VUq;-1.9478305237419113;0.05310826421502636;0.32134361237076897;380;[-1.9478305237419113, 0.05310826421502636, 0.32134361237076897]
u:VVt;0.5345262834625106;-0.06981995665292573;-0.4311580448677578;227;[0.5345262834625106, -0.06981995665292573, -0.4311580448677578]
u:VmT;-1.1512274484940317;-0.07154977125703363;0.15482907333641538;229;[-1.1512274484940317, -0.07154977125703363, 0.15482907333641538]
u:Vp9;-1.0516973835112573;-0.013758015783711362;0.20532994194882542;352;[-1.0516973835112573, -0.013758015783711362, 0.20532994194882542]
u:W-H;0.11972895544344353;-0.06943235331534862;-0.07775062780257404;397;[0.11972895544344353, -0.06943235331534862, -0.07775062780257404]
u:W7R;-1.0497535915722136;0.07177285323054024;-0.34878819914580184;235;[-1.0497535915722136, 0.07177285323054024, -0.34878819914580184]
